,symboling,normalized-losses,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_dohcv,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
78,2,161.00,2,93.70,157.30,64.40,50.80,2004,4,92,2.97,3.23,9.40,68,5500,31.00,38.00,6669,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
79,1,161.00,2,93.00,157.30,63.80,50.80,2145,4,98,3.03,3.39,7.60,102,5500,24.00,30.00,7689,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
80,3,153.00,2,96.30,173.00,65.40,49.40,2370,4,110,3.17,3.46,7.50,116,5500,23.00,30.00,9959,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
81,3,153.00,2,96.30,173.00,65.40,49.40,2328,4,122,3.35,3.46,8.50,88,5000,25.00,32.00,8499,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
82,3,122.00,2,95.90,173.20,66.30,50.20,2833,4,156,3.58,3.86,7.40,145,5000,19.00,24.00,12629,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
83,3,122.00,2,95.90,173.20,66.30,50.20,2921,4,156,3.59,3.86,7.40,145,5000,19.00,24.00,14869,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
84,3,122.00,2,95.90,173.20,66.30,50.20,2926,4,156,3.59,3.86,7.40,145,5000,19.00,24.00,14489,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
85,1,125.00,4,96.30,172.40,65.40,51.60,2365,4,122,3.35,3.46,8.50,88,5000,25.00,32.00,6989,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
86,1,125.00,4,96.30,172.40,65.40,51.60,2405,4,122,3.35,3.46,8.50,88,5000,25.00,32.00,8189,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
87,1,125.00,4,96.30,172.40,65.40,51.60,2403,4,110,3.17,3.46,7.50,116,5500,23.00,30.00,9279,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
88,-1,137.00,4,96.30,172.40,65.40,51.60,2403,4,110,3.17,3.46,7.50,116,5500,23.00,30.00,9279,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
89,1,128.00,2,94.50,165.30,63.80,54.50,1889,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,5499,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
90,1,128.00,2,94.50,165.30,63.80,54.50,2017,4,103,2.99,3.47,10.60,55,4800,45.00,47.50,7099,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
91,1,128.00,2,94.50,165.30,63.80,54.50,1918,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,6649,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92,1,122.00,4,94.50,165.30,63.80,54.50,1938,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,6849,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
93,1,103.00,4,94.50,170.20,63.80,53.50,2024,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,7349,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
94,1,128.00,2,94.50,165.30,63.80,54.50,1951,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,7299,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
95,1,128.00,2,94.50,165.60,63.80,53.30,2028,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,7799,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
96,1,122.00,4,94.50,165.30,63.80,54.50,1971,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,7499,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
97,1,103.00,4,94.50,170.20,63.80,53.50,2037,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,7999,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
98,2,168.00,2,95.10,162.40,63.80,53.30,2008,4,97,3.15,3.29,9.40,69,5200,31.00,37.00,8249,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
99,0,106.00,4,97.20,173.40,65.20,54.70,2324,4,120,3.33,3.47,8.50,97,5200,27.00,34.00,8949,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
100,0,106.00,4,97.20,173.40,65.20,54.70,2302,4,120,3.33,3.47,8.50,97,5200,27.00,34.00,9549,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
101,0,128.00,4,100.40,181.70,66.50,55.10,3095,6,181,3.43,3.27,9.00,152,5200,17.00,22.00,13499,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
102,0,108.00,4,100.40,184.60,66.50,56.10,3296,6,181,3.43,3.27,9.00,152,5200,17.00,22.00,14399,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
103,0,108.00,4,100.40,184.60,66.50,55.10,3060,6,181,3.43,3.27,9.00,152,5200,19.00,25.00,13499,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
104,3,191.00,2,91.30,170.70,67.90,49.70,3071,6,181,3.43,3.27,9.00,160,5200,19.00,25.00,17199,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
105,3,191.00,2,91.30,170.70,67.90,49.70,3139,6,181,3.43,3.27,7.80,185,5200,17.00,23.00,19699,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
106,1,191.00,2,99.20,178.50,67.90,49.70,3139,6,181,3.43,3.27,9.00,160,5200,19.00,25.00,18399,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
107,0,161.00,4,107.90,186.70,68.40,56.70,3020,4,120,3.46,3.19,8.40,97,5000,19.00,24.00,11900,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
108,0,161.00,4,107.90,186.70,68.40,56.70,3197,4,152,3.70,3.52,10.60,95,4150,28.00,33.00,13200,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
109,0,122.00,4,114.20,198.90,68.40,58.70,3230,4,120,3.46,3.19,8.40,97,5000,19.00,24.00,12440,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
110,0,122.00,4,114.20,198.90,68.40,58.70,3430,4,152,3.70,3.52,10.60,95,4150,25.00,25.00,13860,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
111,0,161.00,4,107.90,186.70,68.40,56.70,3075,4,120,3.46,2.66,8.40,95,5000,19.00,24.00,15580,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
112,0,161.00,4,107.90,186.70,68.40,56.70,3252,4,152,3.70,3.52,10.60,95,4150,28.00,33.00,16900,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
113,0,122.00,4,114.20,198.90,68.40,56.70,3285,4,120,3.46,2.66,8.40,95,5000,19.00,24.00,16695,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
114,0,122.00,4,114.20,198.90,68.40,58.70,3485,4,152,3.70,3.52,10.60,95,4150,25.00,25.00,17075,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
115,0,161.00,4,107.90,186.70,68.40,56.70,3075,4,120,3.46,3.19,8.40,97,5000,19.00,24.00,16630,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
116,0,161.00,4,107.90,186.70,68.40,56.70,3252,4,152,3.70,3.52,10.60,95,4150,28.00,33.00,17950,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
117,0,161.00,4,108.00,186.70,68.30,56.00,3130,4,134,3.61,3.21,7.40,142,5600,18.00,24.00,18150,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
118,1,119.00,2,93.70,157.30,63.80,50.80,1918,4,90,2.97,3.23,9.40,68,5500,37.00,41.00,5572,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
119,1,119.00,2,93.70,157.30,63.80,50.80,2128,4,98,3.03,3.39,7.60,102,5500,24.00,30.00,7957,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
120,1,154.00,4,93.70,157.30,63.80,50.60,1967,4,90,2.97,3.23,9.40,68,5500,31.00,38.00,6229,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
121,1,154.00,4,93.70,167.30,63.80,50.80,1989,4,90,2.97,3.23,9.40,68,5500,31.00,38.00,6692,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
122,1,154.00,4,93.70,167.30,63.80,50.80,2191,4,98,2.97,3.23,9.40,68,5500,31.00,38.00,7609,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
123,-1,74.00,4,103.30,174.60,64.60,59.80,2535,4,122,3.35,3.46,8.50,88,5000,24.00,30.00,8921,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
124,3,122.00,2,95.90,173.20,66.30,50.20,2818,4,156,3.59,3.86,7.40,145,5000,19.00,24.00,12764,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
125,3,186.00,2,94.50,168.90,68.30,50.20,2778,4,151,3.94,3.11,9.50,143,5500,19.00,27.00,22018,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126,3,122.00,2,89.50,168.90,65.00,51.60,2756,6,194,3.74,2.90,9.50,185,5900,17.00,25.00,29568,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
127,3,122.00,2,89.50,168.90,65.00,51.60,2756,6,194,3.74,2.90,9.50,185,5900,17.00,25.00,29568,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
128,3,122.00,2,89.50,168.90,65.00,51.60,2800,6,194,3.74,2.90,9.50,185,5900,17.00,25.00,29568,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
129,1,122.00,2,98.40,175.70,71.10,50.50,3366,8,203,3.94,3.11,10.00,185,5750,17.00,28.00,13207,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
130,0,122.00,4,96.10,181.50,66.50,55.20,2579,4,132,3.46,3.86,8.70,104,5125,23.00,31.00,9295,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
131,2,122.00,2,96.10,176.80,66.60,50.50,2460,4,132,3.46,3.86,8.70,104,5125,23.00,31.00,9895,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
132,3,150.00,2,99.10,186.60,66.50,56.10,2658,4,121,3.54,3.07,9.31,110,5250,21.00,28.00,11850,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
133,2,104.00,4,99.10,186.60,66.50,56.10,2695,4,121,3.54,3.07,9.30,110,5250,21.00,28.00,12170,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
134,3,150.00,2,99.10,186.60,66.50,56.10,2707,4,121,2.54,2.66,9.30,110,5250,21.00,28.00,15040,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
135,2,104.00,4,99.10,186.60,66.50,56.10,2758,4,121,3.54,3.07,9.30,110,5250,21.00,28.00,15510,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
136,3,150.00,2,99.10,186.60,66.50,56.10,2808,4,121,3.54,3.07,9.00,160,5500,19.00,26.00,18150,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,2,104.00,4,99.10,186.60,66.50,56.10,2847,4,121,3.54,3.07,9.00,160,5500,19.00,26.00,18620,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,2,83.00,2,93.70,156.90,63.40,53.70,2050,4,97,3.62,2.66,9.00,69,4900,31.00,36.00,5118,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
139,2,83.00,2,93.70,157.90,63.60,53.70,2120,4,108,3.62,2.66,8.70,73,4400,26.00,31.00,7053,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
140,2,83.00,2,93.30,157.30,63.80,55.70,2240,4,108,3.62,2.66,8.70,73,4400,26.00,31.00,7603,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
141,0,102.00,4,97.20,172.00,65.40,52.50,2145,4,108,3.62,2.66,9.50,82,4800,32.00,37.00,7126,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
142,0,102.00,4,97.20,172.00,65.40,52.50,2190,4,108,3.62,2.66,9.50,82,4400,28.00,33.00,7775,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
143,0,102.00,4,97.20,172.00,65.40,52.50,2340,4,108,3.62,2.66,9.00,94,5200,26.00,32.00,9960,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
144,0,102.00,4,97.00,172.00,65.40,54.30,2385,4,108,3.62,2.66,9.00,82,4800,24.00,25.00,9233,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
145,0,102.00,4,97.00,172.00,65.40,54.30,2510,4,108,3.62,2.66,7.70,111,4800,24.00,29.00,11259,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
146,0,89.00,4,97.00,173.50,65.40,53.00,2290,4,108,3.62,2.66,9.00,82,4800,28.00,32.00,7463,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
147,0,89.00,4,97.00,173.50,65.40,53.00,2455,4,108,3.62,2.66,9.00,94,5200,25.00,31.00,10198,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
148,0,85.00,4,96.90,173.60,65.40,54.90,2420,4,108,3.62,2.66,9.00,82,4800,23.00,29.00,8013,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
149,0,85.00,4,96.90,173.60,65.40,54.90,2650,4,108,3.62,2.66,7.70,111,4800,23.00,23.00,11694,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
150,1,87.00,2,95.70,158.70,63.60,54.50,1985,4,92,3.05,3.03,9.00,62,4800,35.00,39.00,5348,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
151,1,87.00,2,95.70,158.70,63.60,54.50,2040,4,92,3.05,3.03,9.00,62,4800,31.00,38.00,6338,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
152,1,74.00,4,95.70,158.70,63.60,54.50,2015,4,92,3.05,3.03,9.00,62,4800,31.00,38.00,6488,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
153,0,77.00,4,95.70,169.70,63.60,59.10,2280,4,92,3.05,3.03,9.00,62,4800,31.00,37.00,6918,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
154,0,81.00,4,95.70,169.70,63.60,59.10,2290,4,92,3.05,3.03,9.00,62,4800,27.00,32.00,7898,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
155,0,91.00,4,95.70,169.70,63.60,59.10,3110,4,92,3.05,3.03,9.00,62,4800,27.00,32.00,8778,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
156,0,91.00,4,95.70,166.30,64.40,53.00,2081,4,98,3.19,3.03,9.00,70,4800,30.00,37.00,6938,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
157,0,91.00,4,95.70,166.30,64.40,52.80,2109,4,98,3.19,3.03,9.00,70,4800,30.00,37.00,7198,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
158,0,91.00,4,95.70,166.30,64.40,53.00,2275,4,110,3.27,3.35,10.60,56,4500,34.00,36.00,7898,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
