meter_id,time,value,anomaly
44,11.03 21:00,595.49,0
44,11.03 22:00,706.54,0
44,11.03 23:00,375.0,0
45,01.03 00:00,29.68,1
45,01.03 01:00,33.23,1
45,01.03 02:00,38.2,1
45,01.03 03:00,34.3,1
45,01.03 04:00,32.42,1
45,01.03 05:00,37.2,1
45,01.03 06:00,38.96,1
45,01.03 07:00,32.06,1
45,01.03 08:00,32.7,1
45,01.03 09:00,37.54,1
45,01.03 10:00,42.16,1
45,01.03 11:00,31.48,1
45,01.03 12:00,37.74,1
45,01.03 13:00,41.33,1
45,01.03 14:00,35.01,1
45,01.03 15:00,32.94,1
45,01.03 16:00,37.92,1
45,01.03 17:00,28.89,1
45,01.03 18:00,33.56,1
45,01.03 19:00,32.11,1
45,01.03 20:00,31.63,1
45,01.03 21:00,30.99,1
45,01.03 22:00,38.92,1
45,01.03 23:00,42.02,1
45,02.03 00:00,33.91,1
45,02.03 01:00,29.14,1
45,02.03 02:00,38.66,1
45,02.03 03:00,36.09,1
45,02.03 04:00,38.73,1
45,02.03 05:00,37.65,1
45,02.03 06:00,41.31,1
45,02.03 07:00,30.44,1
45,02.03 08:00,30.84,1
45,02.03 09:00,33.29,1
45,02.03 10:00,35.43,1
45,02.03 11:00,41.6,1
45,02.03 12:00,41.33,1
45,02.03 13:00,40.84,1
45,02.03 14:00,31.6,1
45,02.03 15:00,38.81,1
45,02.03 16:00,33.89,1
45,02.03 17:00,41.68,1
45,02.03 18:00,31.49,1
45,02.03 19:00,30.45,1
45,02.03 20:00,40.42,1
45,02.03 21:00,38.63,1
45,02.03 22:00,40.12,1
45,02.03 23:00,30.68,1
45,03.03 00:00,41.02,1
45,03.03 01:00,38.07,1
45,03.03 02:00,37.7,1
45,03.03 03:00,36.72,1
45,03.03 04:00,39.31,1
45,03.03 05:00,34.35,1
45,03.03 06:00,30.33,1
45,03.03 07:00,36.11,1
45,03.03 08:00,39.08,1
45,03.03 09:00,30.62,1
45,03.03 10:00,31.62,1
45,03.03 11:00,38.34,1
45,03.03 12:00,32.27,1
45,03.03 13:00,30.85,1
45,03.03 14:00,41.08,1
45,03.03 15:00,30.73,1
45,03.03 16:00,33.33,1
45,03.03 17:00,34.53,1
45,03.03 18:00,35.21,1
45,03.03 19:00,33.58,1
45,03.03 20:00,41.41,1
45,03.03 21:00,37.8,1
45,03.03 22:00,33.55,1
45,03.03 23:00,33.52,1
45,04.03 00:00,35.59,1
45,04.03 01:00,28.92,1
45,04.03 02:00,41.61,1
45,04.03 03:00,31.61,1
45,04.03 04:00,38.36,1
45,04.03 05:00,39.5,1
45,04.03 06:00,40.2,1
45,04.03 07:00,30.79,1
45,04.03 08:00,36.07,1
45,04.03 09:00,29.63,1
45,04.03 10:00,39.88,1
45,04.03 11:00,35.36,1
45,04.03 12:00,30.69,1
45,04.03 13:00,38.66,1
45,04.03 14:00,33.15,1
45,04.03 15:00,30.07,1
45,04.03 16:00,34.99,1
45,04.03 17:00,31.78,1
45,04.03 18:00,41.95,1
45,04.03 19:00,33.58,1
45,04.03 20:00,36.58,1
45,04.03 21:00,41.92,1
45,04.03 22:00,34.04,1
45,04.03 23:00,33.53,1
45,05.03 00:00,30.75,1
45,05.03 01:00,41.78,1
45,05.03 02:00,39.82,1
45,05.03 03:00,31.58,1
45,05.03 04:00,33.17,1
45,05.03 05:00,41.45,1
45,05.03 06:00,36.08,1
45,05.03 07:00,36.35,1
45,05.03 08:00,37.65,1
45,05.03 09:00,39.28,1
45,05.03 10:00,41.79,1
45,05.03 11:00,39.85,1
45,05.03 12:00,41.73,1
45,05.03 13:00,40.11,1
45,05.03 14:00,29.1,1
45,05.03 15:00,30.11,1
45,05.03 16:00,41.02,1
45,05.03 17:00,28.83,1
45,05.03 18:00,39.73,1
45,05.03 19:00,40.52,1
45,05.03 20:00,34.35,1
45,05.03 21:00,33.48,1
45,05.03 22:00,31.2,1
45,05.03 23:00,29.13,1
45,06.03 00:00,39.04,1
45,06.03 01:00,29.49,1
45,06.03 02:00,41.87,1
45,06.03 03:00,32.66,1
45,06.03 04:00,39.73,1
45,06.03 05:00,29.29,1
45,06.03 06:00,36.06,1
45,06.03 07:00,33.4,1
45,06.03 08:00,28.86,1
45,06.03 09:00,37.76,1
45,06.03 10:00,41.85,1
45,06.03 11:00,28.59,1
45,06.03 12:00,32.28,1
45,06.03 13:00,38.44,1
45,06.03 14:00,40.83,1
45,06.03 15:00,31.15,1
45,06.03 16:00,29.44,1
45,06.03 17:00,28.56,1
45,06.03 18:00,31.5,1
45,06.03 19:00,29.45,1
45,06.03 20:00,33.55,1
45,06.03 21:00,34.7,1
45,06.03 22:00,35.26,1
45,06.03 23:00,30.46,1
45,07.03 00:00,35.04,1
45,07.03 01:00,28.57,1
45,07.03 02:00,31.84,1
45,07.03 03:00,33.69,1
45,07.03 04:00,30.12,1
45,07.03 05:00,40.01,1
45,07.03 06:00,31.3,1
45,07.03 07:00,39.17,1
45,07.03 08:00,35.18,1
45,07.03 09:00,35.26,1
45,07.03 10:00,37.61,1
45,07.03 11:00,29.07,1
45,07.03 12:00,29.56,1
45,07.03 13:00,33.09,1
45,07.03 14:00,34.36,1
45,07.03 15:00,34.55,1
45,07.03 16:00,38.06,1
45,07.03 17:00,28.45,1
45,07.03 18:00,42.08,1
45,07.03 19:00,30.92,1
45,07.03 20:00,31.97,1
45,07.03 21:00,41.32,1
45,07.03 22:00,28.52,1
45,07.03 23:00,42.53,1
45,08.03 00:00,28.95,1
45,08.03 01:00,30.15,1
45,08.03 02:00,31.85,1
45,08.03 03:00,34.68,1
45,08.03 04:00,35.81,1
45,08.03 05:00,29.93,1
45,08.03 06:00,29.49,1
45,08.03 07:00,28.89,1
45,08.03 08:00,32.09,1
45,08.03 09:00,41.54,1
45,08.03 10:00,33.98,1
45,08.03 11:00,39.3,1
45,08.03 12:00,31.14,1
45,08.03 13:00,29.36,1
45,08.03 14:00,36.32,1
45,08.03 15:00,40.13,1
45,08.03 16:00,41.21,1
45,08.03 17:00,36.2,1
45,08.03 18:00,32.62,1
45,08.03 19:00,30.0,1
45,08.03 20:00,37.93,1
45,08.03 21:00,32.43,1
45,08.03 22:00,40.44,1
45,08.03 23:00,37.04,1
45,09.03 00:00,40.65,1
45,09.03 01:00,36.5,1
45,09.03 02:00,39.41,1
45,09.03 03:00,32.62,1
45,09.03 04:00,35.59,1
45,09.03 05:00,28.71,1
45,09.03 06:00,37.08,1
45,09.03 07:00,36.03,1
45,09.03 08:00,39.18,1
45,09.03 09:00,38.8,1
45,09.03 10:00,37.36,1
45,09.03 11:00,29.24,1
45,09.03 12:00,41.28,1
45,09.03 13:00,28.69,1
45,09.03 14:00,39.86,1
45,09.03 15:00,35.25,1
45,09.03 16:00,40.07,1
45,09.03 17:00,35.05,1
45,09.03 18:00,37.64,1
45,09.03 19:00,33.6,1
45,09.03 20:00,39.01,1
45,09.03 21:00,32.05,1
45,09.03 22:00,38.67,1
45,09.03 23:00,31.19,1
45,10.03 00:00,38.71,1
45,10.03 01:00,32.61,1
45,10.03 02:00,32.4,1
45,10.03 03:00,39.98,1
45,10.03 04:00,40.01,1
45,10.03 05:00,38.27,1
45,10.03 06:00,41.58,1
45,10.03 07:00,30.66,1
45,10.03 08:00,32.27,1
45,10.03 09:00,32.62,1
45,10.03 10:00,32.78,1
45,10.03 11:00,33.1,1
45,10.03 12:00,38.35,1
45,10.03 13:00,32.29,1
45,10.03 14:00,32.5,1
45,10.03 15:00,36.55,1
45,10.03 16:00,31.19,1
45,10.03 17:00,33.63,1
45,10.03 18:00,29.26,1
45,10.03 19:00,41.98,1
45,10.03 20:00,32.95,1
45,10.03 21:00,40.52,1
45,10.03 22:00,35.97,1
45,10.03 23:00,31.68,1
45,11.03 00:00,31.19,1
45,11.03 01:00,38.32,1
45,11.03 02:00,42.16,1
45,11.03 03:00,31.04,1
45,11.03 04:00,30.08,1
45,11.03 05:00,33.94,1
45,11.03 06:00,34.04,1
45,11.03 07:00,39.9,1
45,11.03 08:00,35.11,1
45,11.03 09:00,29.33,1
45,11.03 10:00,41.53,1
45,11.03 11:00,33.74,1
45,11.03 12:00,37.94,1
45,11.03 13:00,37.93,1
45,11.03 14:00,29.24,1
45,11.03 15:00,28.49,1
45,11.03 16:00,29.69,1
45,11.03 17:00,42.04,1
45,11.03 18:00,39.73,1
45,11.03 19:00,30.32,1
45,11.03 20:00,37.18,1
45,11.03 21:00,37.14,1
45,11.03 22:00,28.45,1
45,11.03 23:00,34.54,1
46,01.03 00:00,313.14,0
46,01.03 01:00,475.99,0
46,01.03 02:00,693.84,0
46,01.03 03:00,634.47,0
46,01.03 04:00,599.63,0
46,01.03 05:00,486.77,0
46,01.03 06:00,353.51,0
46,01.03 07:00,384.27,0
46,01.03 08:00,612.57,0
46,01.03 09:00,569.66,0
46,01.03 10:00,567.61,0
46,01.03 11:00,505.41,0
46,01.03 12:00,235.65,0
46,01.03 13:00,474.3,0
46,01.03 14:00,361.51,0
46,01.03 15:00,163.59,0
46,01.03 16:00,570.12,0
46,01.03 17:00,435.79,0
46,01.03 18:00,307.47,0
46,01.03 19:00,662.01,0
46,01.03 20:00,440.86,0
46,01.03 21:00,480.44,0
46,01.03 22:00,443.47,0
46,01.03 23:00,591.54,0
46,02.03 00:00,106.23,0
46,02.03 01:00,445.23,0
46,02.03 02:00,287.3,0
46,02.03 03:00,90.77,0
46,02.03 04:00,604.22,0
46,02.03 05:00,274.06,0
46,02.03 06:00,184.46,0
46,02.03 07:00,593.47,0
46,02.03 08:00,596.29,0
46,02.03 09:00,409.95,0
46,02.03 10:00,87.28,0
46,02.03 11:00,339.84,0
46,02.03 12:00,652.23,0
46,02.03 13:00,658.13,0
46,02.03 14:00,359.14,0
46,02.03 15:00,487.92,0
46,02.03 16:00,413.0,0
46,02.03 17:00,487.39,0
46,02.03 18:00,207.01,0
46,02.03 19:00,568.07,0
46,02.03 20:00,561.19,0
46,02.03 21:00,619.79,0
46,02.03 22:00,527.27,0
46,02.03 23:00,394.39,0
46,03.03 00:00,536.25,0
46,03.03 01:00,162.03,0
46,03.03 02:00,492.84,0
46,03.03 03:00,444.41,0
46,03.03 04:00,246.77,0
46,03.03 05:00,657.51,0
46,03.03 06:00,551.0,0
46,03.03 07:00,364.82,0
46,03.03 08:00,447.39,0
46,03.03 09:00,194.91,0
46,03.03 10:00,394.13,0
46,03.03 11:00,126.06,0
46,03.03 12:00,667.7,0
46,03.03 13:00,320.38,0
46,03.03 14:00,294.31,0
46,03.03 15:00,622.3,0
46,03.03 16:00,567.3,0
46,03.03 17:00,596.39,0
46,03.03 18:00,542.04,0
46,03.03 19:00,451.81,0
46,03.03 20:00,184.45,0
46,03.03 21:00,170.25,0
46,03.03 22:00,651.58,0
46,03.03 23:00,415.27,0
46,04.03 00:00,492.15,0
46,04.03 01:00,89.26,0
46,04.03 02:00,647.67,0
46,04.03 03:00,123.61,0
46,04.03 04:00,634.92,0
46,04.03 05:00,290.5,0
46,04.03 06:00,243.16,0
46,04.03 07:00,157.94,0
46,04.03 08:00,614.86,0
46,04.03 09:00,674.88,0
46,04.03 10:00,208.33,0
46,04.03 11:00,543.55,0
46,04.03 12:00,625.01,0
46,04.03 13:00,196.57,0
46,04.03 14:00,420.87,0
46,04.03 15:00,770.82,0
46,04.03 16:00,267.24,0
46,04.03 17:00,402.16,0
46,04.03 18:00,633.86,0
46,04.03 19:00,714.53,0
46,04.03 20:00,751.55,0
46,04.03 21:00,562.01,0
46,04.03 22:00,586.72,0
46,04.03 23:00,211.8,0
46,05.03 00:00,639.51,0
46,05.03 01:00,251.81,0
46,05.03 02:00,449.24,0
46,05.03 03:00,364.47,0
46,05.03 04:00,253.02,0
46,05.03 05:00,339.87,0
46,05.03 06:00,560.41,0
46,05.03 07:00,250.83,0
46,05.03 08:00,221.26,0
46,05.03 09:00,416.49,0
46,05.03 10:00,181.08,0
46,05.03 11:00,729.33,0
46,05.03 12:00,566.98,0
46,05.03 13:00,698.83,0
46,05.03 14:00,359.82,0
46,05.03 15:00,615.78,0
46,05.03 16:00,577.14,0
46,05.03 17:00,501.44,0
46,05.03 18:00,105.34,0
46,05.03 19:00,493.77,0
46,05.03 20:00,121.18,0
46,05.03 21:00,526.86,0
46,05.03 22:00,571.95,0
46,05.03 23:00,612.55,0
46,06.03 00:00,204.87,0
46,06.03 01:00,118.79,0
46,06.03 02:00,591.88,0
46,06.03 03:00,656.76,0
46,06.03 04:00,418.67,0
46,06.03 05:00,177.33,0
46,06.03 06:00,753.91,0
46,06.03 07:00,448.26,0
46,06.03 08:00,619.44,0
46,06.03 09:00,443.63,0
46,06.03 10:00,557.28,0
46,06.03 11:00,576.52,0
46,06.03 12:00,449.22,0
46,06.03 13:00,508.58,0
46,06.03 14:00,593.37,0
46,06.03 15:00,461.82,0
46,06.03 16:00,121.56,0
46,06.03 17:00,767.7,0
46,06.03 18:00,466.25,0
46,06.03 19:00,392.19,0
46,06.03 20:00,322.62,0
46,06.03 21:00,437.21,0
46,06.03 22:00,628.88,0
46,06.03 23:00,612.94,0
46,07.03 00:00,642.73,0
46,07.03 01:00,521.52,0
46,07.03 02:00,457.78,0
46,07.03 03:00,635.37,0
46,07.03 04:00,499.03,0
46,07.03 05:00,589.03,0
46,07.03 06:00,540.9,0
46,07.03 07:00,560.67,0
46,07.03 08:00,388.65,0
46,07.03 09:00,544.41,0
46,07.03 10:00,610.12,0
46,07.03 11:00,110.34,0
46,07.03 12:00,302.79,0
46,07.03 13:00,688.16,0
46,07.03 14:00,703.19,0
46,07.03 15:00,481.34,0
46,07.03 16:00,453.43,0
46,07.03 17:00,424.36,0
46,07.03 18:00,167.06,0
46,07.03 19:00,549.14,0
46,07.03 20:00,287.23,0
46,07.03 21:00,601.25,0
46,07.03 22:00,332.91,0
46,07.03 23:00,342.66,0
46,08.03 00:00,510.81,0
46,08.03 01:00,406.26,0
46,08.03 02:00,789.34,0
46,08.03 03:00,590.88,0
46,08.03 04:00,413.47,0
46,08.03 05:00,457.26,0
46,08.03 06:00,624.91,0
46,08.03 07:00,588.65,0
46,08.03 08:00,567.15,0
46,08.03 09:00,751.66,0
46,08.03 10:00,593.73,0
46,08.03 11:00,481.41,0
46,08.03 12:00,716.77,0
46,08.03 13:00,150.48,0
46,08.03 14:00,177.66,0
46,08.03 15:00,732.5,0
46,08.03 16:00,775.93,0
46,08.03 17:00,605.58,0
46,08.03 18:00,267.56,0
46,08.03 19:00,695.62,0
46,08.03 20:00,345.02,0
46,08.03 21:00,444.53,0
46,08.03 22:00,458.79,0
46,08.03 23:00,548.45,0
46,09.03 00:00,667.5,0
46,09.03 01:00,481.61,0
46,09.03 02:00,164.57,0
46,09.03 03:00,725.38,0
46,09.03 04:00,454.65,0
46,09.03 05:00,567.01,0
46,09.03 06:00,613.84,0
46,09.03 07:00,604.49,0
46,09.03 08:00,603.73,0
46,09.03 09:00,595.81,0
46,09.03 10:00,478.89,0
46,09.03 11:00,270.98,0
46,09.03 12:00,376.91,0
46,09.03 13:00,371.2,0
46,09.03 14:00,594.97,0
46,09.03 15:00,531.05,0
46,09.03 16:00,663.56,0
46,09.03 17:00,140.79,0
46,09.03 18:00,588.85,0
46,09.03 19:00,727.68,0
46,09.03 20:00,626.03,0
46,09.03 21:00,711.05,0
46,09.03 22:00,181.63,0
46,09.03 23:00,573.87,0
46,10.03 00:00,523.93,0
46,10.03 01:00,87.95,0
46,10.03 02:00,366.1,0
46,10.03 03:00,484.02,0
46,10.03 04:00,697.34,0
46,10.03 05:00,692.1,0
46,10.03 06:00,259.31,0
46,10.03 07:00,531.35,0
46,10.03 08:00,176.99,0
46,10.03 09:00,352.17,0
46,10.03 10:00,226.33,0
46,10.03 11:00,441.88,0
46,10.03 12:00,427.75,0
46,10.03 13:00,92.65,0
46,10.03 14:00,671.66,0
46,10.03 15:00,523.09,0
46,10.03 16:00,681.76,0
46,10.03 17:00,382.07,0
46,10.03 18:00,589.97,0
46,10.03 19:00,647.05,0
46,10.03 20:00,80.31,0
46,10.03 21:00,640.42,0
46,10.03 22:00,692.32,0
46,10.03 23:00,653.35,0
46,11.03 00:00,216.84,0
46,11.03 01:00,717.2,0
46,11.03 02:00,650.1,0
46,11.03 03:00,92.76,0
46,11.03 04:00,548.47,0
46,11.03 05:00,581.26,0
46,11.03 06:00,622.71,0
46,11.03 07:00,543.35,0
46,11.03 08:00,741.43,0
46,11.03 09:00,726.43,0
46,11.03 10:00,216.48,0
46,11.03 11:00,640.96,0
46,11.03 12:00,277.25,0
46,11.03 13:00,538.43,0
46,11.03 14:00,485.11,0
46,11.03 15:00,551.56,0
46,11.03 16:00,276.0,0
46,11.03 17:00,599.7,0
46,11.03 18:00,528.21,0
46,11.03 19:00,302.56,0
46,11.03 20:00,596.21,0
46,11.03 21:00,585.71,0
46,11.03 22:00,620.15,0
46,11.03 23:00,687.99,0
47,01.03 00:00,263.87,0
47,01.03 01:00,794.87,0
47,01.03 02:00,141.92,0
47,01.03 03:00,578.13,0
47,01.03 04:00,735.53,0
47,01.03 05:00,620.05,0
47,01.03 06:00,713.39,0
47,01.03 07:00,640.29,0
47,01.03 08:00,126.49,0
47,01.03 09:00,197.32,0
47,01.03 10:00,731.69,0
47,01.03 11:00,798.33,0
47,01.03 12:00,360.25,0
47,01.03 13:00,186.51,0
47,01.03 14:00,554.27,0
47,01.03 15:00,629.69,0
47,01.03 16:00,860.63,0
47,01.03 17:00,507.63,0
47,01.03 18:00,800.52,0
47,01.03 19:00,287.79,0
47,01.03 20:00,725.31,0
47,01.03 21:00,607.53,0
47,01.03 22:00,402.72,0
47,01.03 23:00,754.5,0
47,02.03 00:00,149.33,0
47,02.03 01:00,719.63,0
47,02.03 02:00,697.09,0
47,02.03 03:00,693.91,0
47,02.03 04:00,559.82,0
47,02.03 05:00,591.9,0
47,02.03 06:00,670.65,0
47,02.03 07:00,813.61,0
47,02.03 08:00,705.51,0
47,02.03 09:00,625.55,0
47,02.03 10:00,788.5,0
47,02.03 11:00,454.89,0
47,02.03 12:00,283.61,0
47,02.03 13:00,419.39,0
47,02.03 14:00,704.95,0
47,02.03 15:00,788.34,0
47,02.03 16:00,560.87,0
47,02.03 17:00,714.47,0
47,02.03 18:00,401.19,0
47,02.03 19:00,565.79,0
47,02.03 20:00,763.86,0
47,02.03 21:00,756.95,0
47,02.03 22:00,577.32,0
47,02.03 23:00,751.87,0
47,03.03 00:00,826.58,0
47,03.03 01:00,534.05,0
47,03.03 02:00,595.73,0
47,03.03 03:00,763.65,0
47,03.03 04:00,657.54,0
47,03.03 05:00,106.37,0
47,03.03 06:00,292.61,0
47,03.03 07:00,488.67,0
47,03.03 08:00,410.15,0
47,03.03 09:00,807.61,0
47,03.03 10:00,485.78,0
47,03.03 11:00,548.75,0
47,03.03 12:00,563.79,0
47,03.03 13:00,493.25,0
47,03.03 14:00,508.28,0
47,03.03 15:00,693.25,0
47,03.03 16:00,171.94,0
47,03.03 17:00,285.11,0
47,03.03 18:00,776.91,0
47,03.03 19:00,731.61,0
47,03.03 20:00,534.47,0
47,03.03 21:00,495.62,0
47,03.03 22:00,510.58,0
47,03.03 23:00,134.54,0
47,04.03 00:00,653.29,0
47,04.03 01:00,489.11,0
47,04.03 02:00,758.49,0
47,04.03 03:00,863.46,0
47,04.03 04:00,488.99,0
47,04.03 05:00,801.99,0
47,04.03 06:00,482.25,0
47,04.03 07:00,686.59,0
47,04.03 08:00,679.99,0
47,04.03 09:00,660.0,0
47,04.03 10:00,319.91,0
47,04.03 11:00,830.26,0
47,04.03 12:00,644.86,0
47,04.03 13:00,557.24,0
47,04.03 14:00,598.85,0
47,04.03 15:00,180.65,0
47,04.03 16:00,735.07,0
47,04.03 17:00,435.4,0
47,04.03 18:00,395.87,0
47,04.03 19:00,342.51,0
47,04.03 20:00,262.34,0
47,04.03 21:00,109.45,0
47,04.03 22:00,756.55,0
47,04.03 23:00,700.55,0
47,05.03 00:00,836.57,0
47,05.03 01:00,125.04,0
47,05.03 02:00,194.98,0
47,05.03 03:00,665.03,0
47,05.03 04:00,702.05,0
47,05.03 05:00,700.98,0
47,05.03 06:00,835.24,0
47,05.03 07:00,481.51,0
47,05.03 08:00,125.16,0
47,05.03 09:00,523.58,0
47,05.03 10:00,468.85,0
47,05.03 11:00,224.36,0
47,05.03 12:00,725.43,0
47,05.03 13:00,877.93,0
47,05.03 14:00,505.64,0
47,05.03 15:00,751.1,0
47,05.03 16:00,158.4,0
47,05.03 17:00,674.65,0
47,05.03 18:00,782.65,0
47,05.03 19:00,709.5,0
47,05.03 20:00,696.28,0
47,05.03 21:00,161.27,0
47,05.03 22:00,670.41,0
47,05.03 23:00,805.58,0
47,06.03 00:00,641.95,0
47,06.03 01:00,794.23,0
47,06.03 02:00,284.13,0
47,06.03 03:00,152.92,0
47,06.03 04:00,316.46,0
47,06.03 05:00,362.87,0
47,06.03 06:00,757.8,0
47,06.03 07:00,850.72,0
47,06.03 08:00,825.52,0
47,06.03 09:00,346.44,0
47,06.03 10:00,837.5,0
47,06.03 11:00,385.09,0
47,06.03 12:00,563.31,0
47,06.03 13:00,149.83,0
47,06.03 14:00,304.21,0
47,06.03 15:00,571.24,0
47,06.03 16:00,699.08,0
47,06.03 17:00,765.68,0
47,06.03 18:00,416.55,0
47,06.03 19:00,716.38,0
47,06.03 20:00,397.34,0
47,06.03 21:00,157.24,0
47,06.03 22:00,213.65,0
47,06.03 23:00,378.81,0
47,07.03 00:00,141.65,0
47,07.03 01:00,621.58,0
47,07.03 02:00,124.08,0
47,07.03 03:00,109.17,0
47,07.03 04:00,799.41,0
47,07.03 05:00,799.77,0
47,07.03 06:00,522.33,0
47,07.03 07:00,278.97,0
47,07.03 08:00,645.87,0
47,07.03 09:00,819.12,0
47,07.03 10:00,385.17,0
47,07.03 11:00,423.93,0
47,07.03 12:00,264.49,0
47,07.03 13:00,702.41,0
47,07.03 14:00,382.63,0
47,07.03 15:00,413.32,0
47,07.03 16:00,110.25,0
47,07.03 17:00,785.8,0
47,07.03 18:00,573.82,0
47,07.03 19:00,573.24,0
47,07.03 20:00,874.99,0
47,07.03 21:00,323.15,0
47,07.03 22:00,762.2,0
47,07.03 23:00,280.2,0
47,08.03 00:00,696.51,0
47,08.03 01:00,410.5,0
47,08.03 02:00,609.82,0
47,08.03 03:00,640.84,0
47,08.03 04:00,590.98,0
47,08.03 05:00,763.02,0
47,08.03 06:00,577.67,0
47,08.03 07:00,613.24,0
47,08.03 08:00,301.73,0
47,08.03 09:00,216.05,0
47,08.03 10:00,639.69,0
47,08.03 11:00,136.72,0
47,08.03 12:00,771.82,0
47,08.03 13:00,718.55,0
47,08.03 14:00,804.5,0
47,08.03 15:00,476.64,0
47,08.03 16:00,645.48,0
47,08.03 17:00,504.31,0
47,08.03 18:00,547.44,0
47,08.03 19:00,742.58,0
47,08.03 20:00,413.39,0
47,08.03 21:00,172.98,0
47,08.03 22:00,714.65,0
47,08.03 23:00,496.35,0
47,09.03 00:00,548.43,0
47,09.03 01:00,672.83,0
47,09.03 02:00,285.79,0
47,09.03 03:00,590.07,0
47,09.03 04:00,744.3,0
47,09.03 05:00,824.66,0
47,09.03 06:00,708.19,0
47,09.03 07:00,819.77,0
47,09.03 08:00,676.75,0
47,09.03 09:00,548.07,0
47,09.03 10:00,508.01,0
47,09.03 11:00,734.17,0
47,09.03 12:00,316.16,0
47,09.03 13:00,704.22,0
47,09.03 14:00,719.28,0
47,09.03 15:00,500.48,0
47,09.03 16:00,669.35,0
47,09.03 17:00,225.41,0
47,09.03 18:00,712.88,0
47,09.03 19:00,510.63,0
47,09.03 20:00,742.06,0
47,09.03 21:00,207.52,0
47,09.03 22:00,772.76,0
47,09.03 23:00,817.38,0
47,10.03 00:00,184.39,0
47,10.03 01:00,513.49,0
47,10.03 02:00,519.86,0
47,10.03 03:00,131.48,0
47,10.03 04:00,97.44,0
47,10.03 05:00,488.46,0
47,10.03 06:00,824.27,0
47,10.03 07:00,416.85,0
47,10.03 08:00,231.65,0
47,10.03 09:00,449.7,0
47,10.03 10:00,644.9,0
47,10.03 11:00,304.75,0
47,10.03 12:00,418.76,0
47,10.03 13:00,310.94,0
47,10.03 14:00,563.76,0
47,10.03 15:00,662.72,0
47,10.03 16:00,713.03,0
47,10.03 17:00,427.8,0
47,10.03 18:00,384.67,0
47,10.03 19:00,673.02,0
47,10.03 20:00,579.67,0
47,10.03 21:00,795.53,0
47,10.03 22:00,685.73,0
47,10.03 23:00,795.18,0
47,11.03 00:00,712.65,0
47,11.03 01:00,817.64,0
47,11.03 02:00,722.1,0
47,11.03 03:00,642.06,0
47,11.03 04:00,824.47,0
47,11.03 05:00,329.27,0
47,11.03 06:00,200.66,0
47,11.03 07:00,518.93,0
47,11.03 08:00,624.54,0
47,11.03 09:00,273.32,0
47,11.03 10:00,298.05,0
47,11.03 11:00,559.08,0
47,11.03 12:00,141.09,0
47,11.03 13:00,550.28,0
47,11.03 14:00,372.65,0
47,11.03 15:00,533.16,0
47,11.03 16:00,590.41,0
47,11.03 17:00,374.28,0
47,11.03 18:00,310.54,0
47,11.03 19:00,509.21,0
47,11.03 20:00,754.81,0
47,11.03 21:00,733.11,0
47,11.03 22:00,567.71,0
47,11.03 23:00,527.6,0
48,01.03 00:00,286.34,0
48,01.03 01:00,300.79,0
48,01.03 02:00,61.2,0
48,01.03 03:00,456.75,0
48,01.03 04:00,440.76,0
48,01.03 05:00,210.09,0
48,01.03 06:00,397.72,0
48,01.03 07:00,393.68,0
48,01.03 08:00,400.29,0
48,01.03 09:00,56.84,0
48,01.03 10:00,368.57,0
48,01.03 11:00,423.56,0
48,01.03 12:00,80.5,0
48,01.03 13:00,250.96,0
48,01.03 14:00,120.38,0
48,01.03 15:00,141.76,0
48,01.03 16:00,338.31,0
48,01.03 17:00,300.17,0
48,01.03 18:00,114.65,0
48,01.03 19:00,147.8,0
48,01.03 20:00,141.67,0
48,01.03 21:00,284.45,0
48,01.03 22:00,354.07,0
48,01.03 23:00,387.83,0
48,02.03 00:00,437.96,0
48,02.03 01:00,330.32,0
48,02.03 02:00,384.18,0
48,02.03 03:00,76.84,0
48,02.03 04:00,296.66,0
48,02.03 05:00,364.58,0
48,02.03 06:00,105.22,0
48,02.03 07:00,275.56,0
48,02.03 08:00,273.41,0
48,02.03 09:00,414.98,0
48,02.03 10:00,336.78,0
48,02.03 11:00,392.38,0
48,02.03 12:00,320.18,0
48,02.03 13:00,423.14,0
48,02.03 14:00,320.93,0
48,02.03 15:00,209.66,0
48,02.03 16:00,303.84,0
48,02.03 17:00,403.05,0
48,02.03 18:00,225.93,0
48,02.03 19:00,267.86,0
48,02.03 20:00,353.54,0
48,02.03 21:00,187.35,0
48,02.03 22:00,281.93,0
48,02.03 23:00,350.67,0
48,03.03 00:00,332.53,0
48,03.03 01:00,375.61,0
48,03.03 02:00,422.85,0
48,03.03 03:00,363.06,0
48,03.03 04:00,398.75,0
48,03.03 05:00,364.36,0
48,03.03 06:00,193.99,0
48,03.03 07:00,438.9,0
48,03.03 08:00,369.55,0
48,03.03 09:00,66.45,0
48,03.03 10:00,392.73,0
48,03.03 11:00,339.11,0
48,03.03 12:00,239.46,0
48,03.03 13:00,415.31,0
48,03.03 14:00,72.13,0
48,03.03 15:00,316.38,0
48,03.03 16:00,188.33,0
48,03.03 17:00,446.96,0
48,03.03 18:00,327.73,0
48,03.03 19:00,320.97,0
48,03.03 20:00,404.95,0
48,03.03 21:00,202.38,0
48,03.03 22:00,325.66,0
48,03.03 23:00,155.64,0
48,04.03 00:00,352.46,0
48,04.03 01:00,323.49,0
48,04.03 02:00,361.85,0
48,04.03 03:00,187.98,0
48,04.03 04:00,217.11,0
48,04.03 05:00,293.99,0
48,04.03 06:00,280.07,0
